Address,Lead_Status,Latitude,Longitude,Source,Last_Visited,Last_Result,Callback_Target,Notes,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,County_Source,Address_Normalized,Geocodio Latitude,Geocodio Longitude,In_Source_CSV,Price,Beds,Baths,SqFt,Sold Date,Redfin Link,Geocodio Accuracy Score,Geocodio Accuracy Type,Geocodio Address Line 1,Geocodio Address Line 2,Geocodio Address Line 3,Geocodio House Number,Geocodio Street,Geocodio Unit Type,Geocodio Unit Number,Geocodio City,Geocodio State,Geocodio County,Geocodio Postal Code,Geocodio Country,Geocodio Source,Next_Eligible_Date,Street_Key,Street_Last_Visited,Street_Next_Eligible_Date,Street_Cooldown_Source
"314 Turkey Run, Greenville, SC 29611",ELIGIBLE,34.7887324,-82.4894035,tricounty,,,,,PAST SALE,2025-02-07,Single Family Residential,314 Turkey Run,Greenville,SC,29611,346999.0,3.0,2.5,Greenville,1879.0,6098.0,2017.0,,185.0,43.0,Sold,,,https://www.redfin.com/SC/Greenville/314-Turkey-Run-29611/home/164530988,Greater Greenville MLS,1544866.0,N,Y,34.7887324,-82.4894035,Anderson,314 TURKEY RUN GREENVILLE SC 29611,,,,,,,,,,,,,,,,,,,,,,,,,,TURKEY RUN,,,
"314 Two Rivers Dr, Westminster, SC 29693",ELIGIBLE,34.600178,-83.155704,tricounty,,,,,PAST SALE,2025-01-31,Single Family Residential,314 Two Rivers Dr,Westminster,SC,29693,775000.0,3.0,2.5,,1978.0,,,,392.0,,Sold,,,https://www.redfin.com/SC/Westminster/314-Two-Rivers-Dr-29693/home/144466399,WUMLS,20281765.0,N,Y,34.600178,-83.155704,Oconee,314 TWO RIVERS DR WESTMINSTER SC 29693,,,,,,,,,,,,,,,,,,,,,,,,,,TWO RIVERS DR,,,
"314 Winchester Dr, Anderson, SC 29624",ELIGIBLE,34.4757482,-82.6411066,tricounty,,,,,PAST SALE,,Other,314 Winchester Dr,Anderson,SC,29624,193000.0,,,,975.0,18430.0,,,198.0,,,,,https://www.redfin.com/SC/Anderson/314-Winchester-Dr-29624/home/63769923,,,N,Y,34.4757482,-82.6411066,Anderson,314 WINCHESTER DR ANDERSON SC 29624,,,,,,,,,,,,,,,,,,,,,,,,,,WINCHESTER DR,,,
"315 Allingham Rd, Piedmont, SC 29673",ELIGIBLE,34.693278,-82.483367,tricounty,,,,,PAST SALE,2025-09-24,Single Family Residential,315 Allingham Rd,Piedmont,SC,29673,390000.0,4.0,2.5,Riverwood Farm,2479.0,7840.0,2025.0,,157.0,63.0,Sold,,,https://www.redfin.com/SC/Piedmont/315-Allingham-Rd-29673/home/195858605,Greater Greenville MLS,1557929.0,N,Y,34.693278,-82.483367,Anderson,315 ALLINGHAM RD PIEDMONT SC 29673,,,,,,,,,,,,,,,,,,,,,,,,,,ALLINGHAM RD,,,
"315 Anthony Rd, Pickens, SC 29671",ELIGIBLE,34.9185515,-82.6363367,tricounty,,,,,PAST SALE,,Single Family Residential,315 Anthony Rd,Pickens,SC,29671,500000.0,3.0,1.0,,1316.0,58806.0,1957.0,,380.0,,,,,https://www.redfin.com/SC/Pickens/315-Anthony-Rd-29671/home/87074530,,,N,Y,34.9185515,-82.6363367,Pickens,315 ANTHONY RD PICKENS SC 29671,,,,,,,,,,,,,,,,,,,,,,,,,,ANTHONY RD,,,
"315 Code Cir, Seneca, SC 29678",ELIGIBLE,34.681258,-82.963345,tricounty,,,,,PAST SALE,2025-07-07,Single Family Residential,315 Code Cir,Seneca,SC,29678,275000.0,3.0,2.0,Seneca,1288.0,10454.0,2025.0,,214.0,,Sold,,,https://www.redfin.com/SC/Seneca/315-Code-Cir-29678/home/129448084,WUMLS,20286313.0,N,Y,34.681258,-82.963345,Oconee,315 CODE CIR SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,CODE CIR,,,
"315 Hembree Rd, Anderson, SC 29625",CALLBACK,34.5405767,-82.6860087,tricounty,2026-01-02,CALLBACK,MARCH,,PAST SALE,2025-05-23,Single Family Residential,315 Hembree Rd,Anderson,SC,29625,207000.0,3.0,1.5,,1415.0,19166.0,,,146.0,,Sold,,,https://www.redfin.com/SC/Anderson/315-Hembree-Rd-29625/home/86690691,Greater Greenville MLS,1552128.0,N,Y,34.5405767,-82.6860087,Anderson,315 HEMBREE RD ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-01,HEMBREE RD,2026-01-06,2026-02-05,TODAY_ROUTE_RESULTS
"315 Hugh St, Anderson, SC 29642",ELIGIBLE,34.4728501,-82.6483718,tricounty,,,,,PAST SALE,2025-03-31,Single Family Residential,315 Hugh St,Anderson,SC,29642,120000.0,2.0,1.0,,696.0,9147.0,,,172.0,,Sold,,,https://www.redfin.com/SC/Anderson/315-Hugh-St-29624/home/164593723,Greater Greenville MLS,1548790.0,N,Y,34.4728501,-82.6483718,Anderson,315 HUGH ST ANDERSON SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,HUGH ST,,,
"315 Pin du Lac Dr, Central, SC 29630",ELIGIBLE,34.7364613,-82.7993791,tricounty,,,,,PAST SALE,,Single Family Residential,315 Pin du Lac Dr,Central,SC,29630,369000.0,3.0,2.0,,1901.0,37941.0,2000.0,,194.0,,,,,https://www.redfin.com/SC/Central/315-Pin-du-Lac-Dr-29630/home/63811797,,,N,Y,34.7364613,-82.7993791,Pickens,315 PIN DU LAC DR CENTRAL SC 29630,,,,,,,,,,,,,,,,,,,,,,,,,,PIN DU LAC DR,,,
"315 Sliding Rock Dr, Pendleton, SC 29670",ELIGIBLE,34.6360617,-82.7774844,tricounty,,,,,PAST SALE,2025-10-31,Single Family Residential,315 Sliding Rock Dr,Pendleton,SC,29670,295000.0,3.0,2.5,Pendleton,1839.0,6098.0,2017.0,,160.0,111.0,Sold,,,https://www.redfin.com/SC/Pendleton/315-Sliding-Rock-Dr-29670/home/145084633,Greater Greenville MLS,1569109.0,N,Y,34.6360617,-82.7774844,Anderson,315 SLIDING ROCK DR PENDLETON SC 29670,,,,,,,,,,,,,,,,,,,,,,,,,,SLIDING ROCK DR,,,
"315 Summerall Dr, Anderson, SC 29621",ELIGIBLE,34.584047,-82.624466,tricounty,,,,,PAST SALE,2025-02-11,Single Family Residential,315 Summerall Dr,Anderson,SC,29621,465000.0,3.0,2.5,Anderson,2640.0,20908.0,2024.0,,176.0,25.0,Sold,,,https://www.redfin.com/SC/Anderson/315-Summerall-Dr-29621/home/176587589,Greater Greenville MLS,1537851.0,N,Y,34.584047,-82.624466,Anderson,315 SUMMERALL DR ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,SUMMERALL DR,,,
"315 W Mcgee St, Honea Path, SC 29654",ELIGIBLE,34.4511688,-82.403593,tricounty,,,,,PAST SALE,2025-05-18,Single Family Residential,315 W Mcgee St,Honea Path,SC,29654,385000.0,4.0,3.5,Honea Path,3200.0,134600.0,,,120.0,,Sold,,,https://www.redfin.com/SC/Honea-Path/315-W-Mcgee-St-29654/home/86713515,WUMLS,20288106.0,N,Y,34.4511688,-82.403593,Anderson,315 W MCGEE ST HONEA PATH SC 29654,,,,,,,,,,,,,,,,,,,,,,,,,,W MCGEE ST,,,
"316 Allingham Rd, Piedmont, SC 29673",ELIGIBLE,34.693743,-82.483262,tricounty,,,,,PAST SALE,2025-11-17,Single Family Residential,316 Allingham Rd,Piedmont,SC,29673,374900.0,4.0,2.5,Riverwood Farm,2345.0,6969.0,2025.0,,160.0,63.0,Sold,,,https://www.redfin.com/SC/Piedmont/316-Allingham-Rd-29673/home/197907914,Greater Greenville MLS,1569229.0,N,Y,34.693743,-82.483262,Anderson,316 ALLINGHAM RD PIEDMONT SC 29673,,,,,,,,,,,,,,,,,,,,,,,,,,ALLINGHAM RD,,,
"316 Anna Gray Cir, Easley, SC 29640",ELIGIBLE,34.8469118,-82.5733152,tricounty,,,,,PAST SALE,2025-03-28,Single Family Residential,316 Anna Gray Cir,Easley,SC,29640,342500.0,5.0,3.0,Easley,2577.0,5227.0,2023.0,,133.0,34.0,Sold,,,https://www.redfin.com/SC/Easley/316-Anna-Gray-Cir-29640/home/185349920,Greater Greenville MLS,1545849.0,N,Y,34.8469118,-82.5733152,Pickens,316 ANNA GRAY CIR EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,ANNA GRAY CIR,,,
"316 Brewer Rd, Walhalla, SC 29691",ELIGIBLE,34.8050516,-83.0446302,tricounty,,,,,PAST SALE,2025-07-18,Single Family Residential,316 Brewer Rd,Walhalla,SC,29691,575000.0,4.0,2.5,Walhalla,2601.0,473497.0,,,221.0,,Sold,,,https://www.redfin.com/SC/Walhalla/316-Brewer-Rd-29691/home/129189137,WUMLS,20288734.0,N,Y,34.8050516,-83.0446302,Oconee,316 BREWER RD WALHALLA SC 29691,,,,,,,,,,,,,,,,,,,,,,,,,,BREWER RD,,,
"316 Briar Creek Rd, Walhalla, SC 29691",ELIGIBLE,34.759324,-83.09207,tricounty,,,,,PAST SALE,2025-12-11,Single Family Residential,316 Briar Creek Rd,Walhalla,SC,29691,209900.0,3.0,1.0,,1092.0,76230.0,,,192.0,,Sold,,,https://www.redfin.com/SC/Walhalla/316-Briar-Creek-Rd-29691/home/170546759,Greater Greenville MLS,1562207.0,N,Y,34.759324,-83.09207,Oconee,316 BRIAR CREEK RD WALHALLA SC 29691,,,,,,,,,,,,,,,,,,,,,,,,,,BRIAR CREEK RD,,,
"316 Carriage Hill Dr, Easley, SC 29642",ELIGIBLE,34.7736773,-82.5394659,tricounty,,,,,PAST SALE,2025-08-15,Single Family Residential,316 Carriage Hill Dr,Easley,SC,29642,570000.0,5.0,4.5,Easley,4215.0,10454.0,2021.0,,135.0,42.0,Sold,,,https://www.redfin.com/SC/Easley/316-Carriage-Hill-Dr-29642/home/176589154,Greater Greenville MLS,1556496.0,N,Y,34.7736773,-82.5394659,Anderson,316 CARRIAGE HILL DR EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,CARRIAGE HILL DR,,,
"316 Dean St, Pickens, SC 29671",ELIGIBLE,34.8715556,-82.7183154,tricounty,,,,,PAST SALE,2025-02-12,Single Family Residential,316 Dean St,Pickens,SC,29671,240000.0,3.0,2.0,Lakewood Estate,1527.0,15681.0,,,157.0,,Sold,,,https://www.redfin.com/SC/Pickens/316-Dean-St-29671/home/63793771,Greater Greenville MLS,1542842.0,N,Y,34.8715556,-82.7183154,Pickens,316 DEAN ST PICKENS SC 29671,,,,,,,,,,,,,,,,,,,,,,,,,,DEAN ST,,,
"316 Forest Acres Cir, Walhalla, SC 29691",ELIGIBLE,34.8062775,-83.0528383,tricounty,,,,,PAST SALE,2025-02-07,Single Family Residential,316 Forest Acres Cir,Walhalla,SC,29691,220000.0,3.0,2.0,Forest Acres,1500.0,43560.0,,,147.0,,Sold,,,https://www.redfin.com/SC/Walhalla/316-Forest-Acres-Cir-29691/home/129256689,WUMLS,20282213.0,N,Y,34.8062775,-83.0528383,Oconee,316 FOREST ACRES CIR WALHALLA SC 29691,,,,,,,,,,,,,,,,,,,,,,,,,,FOREST ACRES CIR,,,
"316 Lula Dr, Easley, SC 29640.0",ELIGIBLE,34.8450102,-82.5783251,tricounty,,,,,PAST SALE,,Single Family Residential,316 Lula Dr,Easley,SC,29640.0,70000.0,2.0,1.0,,720.0,21339.0,1960.0,,97.0,,,,,https://www.redfin.com/SC/Easley/316-Lula-Dr-29640/home/87068587,,,N,Y,34.8450102,-82.5783251,Pickens,316 LULA DR EASLEY SC 296400,,,,,,,,,,,,,,,,,,,,,,,,,,LULA DR,,,
"316 Mountain Laurel Dr, Salem, SC 29676",ELIGIBLE,34.9302891,-82.9701361,tricounty,,,,,PAST SALE,2025-09-12,Single Family Residential,316 Mountain Laurel Dr,Salem,SC,29676,875000.0,4.0,4.0,Jocassee Ridge,3890.0,295772.0,2005.0,,225.0,,Sold,,,https://www.redfin.com/SC/Salem/316-Mountain-Laurel-Dr-29676/home/129083960,WUMLS,20289435.0,N,Y,34.9302891,-82.9701361,Oconee,316 MOUNTAIN LAUREL DR SALEM SC 29676,,,,,,,,,,,,,,,,,,,,,,,,,,MOUNTAIN LAUREL DR,,,
"316 Rhodehaven Dr, Anderson, SC 29625",ELIGIBLE,34.5290561,-82.7100224,tricounty,2026-01-02,NO_ANSWER,,,PAST SALE,2025-08-18,Single Family Residential,316 Rhodehaven Dr,Anderson,SC,29625,227500.0,3.0,2.0,Gilmer Estates,1600.0,26571.0,1962.0,,142.0,,Sold,,,https://www.redfin.com/SC/Anderson/316-Rhodehaven-Dr-29625/home/86687913,WUMLS,20286920.0,N,Y,34.5290561,-82.7100224,Anderson,316 RHODEHAVEN DR ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-03,RHODEHAVEN DR,2026-01-04,2026-02-03,
"316 Robinson Bridge Rd, Central, SC 29630",ELIGIBLE,34.7712028,-82.7514466,tricounty,,,,,PAST SALE,,Single Family Residential,316 Robinson Bridge Rd,Central,SC,29630,125000.0,3.0,1.0,,1025.0,35348.0,1964.0,,122.0,,,,,https://www.redfin.com/SC/Central/316-Robinson-Bridge-Rd-29630/home/87055802,,,N,Y,34.7712028,-82.7514466,Pickens,316 ROBINSON BRIDGE RD CENTRAL SC 29630,,,,,,,,,,,,,,,,,,,,,,,,,,ROBINSON BRIDGE RD,,,
"316 W Blue Ridge St, Pendleton, SC 29670",ELIGIBLE,34.6449579,-82.7776515,tricounty,,,,,PAST SALE,2025-08-21,Single Family Residential,316 W Blue Ridge St,Pendleton,SC,29670,194500.0,2.0,1.0,,1003.0,9147.0,1963.0,,194.0,,Sold,,,https://www.redfin.com/SC/Pendleton/316-W-Blue-Ridge-St-29670/home/63814004,Greater Greenville MLS,1559478.0,N,Y,34.6449579,-82.7776515,Anderson,316 W BLUE RIDGE ST PENDLETON SC 29670,,,,,,,,,,,,,,,,,,,,,,,,,,W BLUE RIDGE ST,,,
"317 Allingham Rd, Piedmont, SC 29673",ELIGIBLE,34.69189453125,-82.48275756835938,tricounty,,,,,PAST SALE,2025-07-24,Single Family Residential,317 Allingham Rd,Piedmont,SC,29673,425900.0,4.0,3.5,Riverwood Farm,2852.0,6969.0,2025.0,,149.0,63.0,Sold,,,https://www.redfin.com/SC/Piedmont/317-Allingham-Rd-29673/home/196030581,Greater Greenville MLS,1560062.0,N,Y,34.69189453125,-82.48275756835938,Anderson,317 ALLINGHAM RD PIEDMONT SC 29673,,,,,,,,,,,,,,,,,,,,,,,,,,ALLINGHAM RD,,,
"317 Avenue Of Oaks, Anderson, SC 29621",ELIGIBLE,34.5399131,-82.641402,tricounty,,,,,PAST SALE,2025-04-04,Single Family Residential,317 Avenue Of Oaks,Anderson,SC,29621,650000.0,5.0,3.0,Alston Oaks,5389.0,45302.0,2013.0,,121.0,154.0,Sold,,,https://www.redfin.com/SC/Anderson/317-Avenue-of-Oaks-29621/home/63812868,Greater Greenville MLS,1546814.0,N,Y,34.5399131,-82.641402,Anderson,317 AVENUE OF OAKS ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-03,AVENUE OF OAKS,2026-01-04,2026-02-03,
"317 Bayside Dr, West Union, SC 29696",ELIGIBLE,34.742832,-83.003112,tricounty,,,,,PAST SALE,2025-03-13,Single Family Residential,317 Bayside Dr,West Union,SC,29696,1875000.0,4.0,4.0,Little Keowee Bay Key,4006.0,30056.0,2025.0,,468.0,33.0,Sold,,,https://www.redfin.com/SC/West-Union/317-Bayside-Dr-29696/home/129665862,WUMLS,20283329.0,N,Y,34.742832,-83.003112,Oconee,317 BAYSIDE DR WEST UNION SC 29696,,,,,,,,,,,,,,,,,,,,,,,,,,BAYSIDE DR,,,
"317 Dogwood St, Anderson, SC 29625",HARD_NO,34.5226528,-82.690088,tricounty,2026-01-02,NOT_INTERESTED,,,PAST SALE,,Other,317 Dogwood St,Anderson,SC,29625,180000.0,3.0,,,1058.0,12086.0,,,170.0,,,,,https://www.redfin.com/SC/Anderson/317-Dogwood-St-29625/home/86691617,,,N,Y,34.5226528,-82.690088,Anderson,317 DOGWOOD ST ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-03,DOGWOOD ST,2026-01-04,2026-02-03,
"317 Ebenezer Rd, West Union, SC 29696",ELIGIBLE,34.7474367,-82.9706084,tricounty,,,,,PAST SALE,,Single Family Residential,317 Ebenezer Rd,West Union,SC,29696,150000.0,3.0,2.0,,1593.0,138956.0,1966.0,,94.0,,,,,https://www.redfin.com/SC/West-Union/317-Ebenezer-Rd-29696/home/129252237,,,N,Y,34.7474367,-82.9706084,Oconee,317 EBENEZER RD WEST UNION SC 29696,,,,,,,,,,,,,,,,,,,,,,,,,,EBENEZER RD,,,
"317 Hillcrest Cir, Anderson, SC 29624",ELIGIBLE,34.4895777,-82.6652933,tricounty,,,,,PAST SALE,2025-07-30,Single Family Residential,317 Hillcrest Cir,Anderson,SC,29624,185000.0,3.0,1.0,Anderson,1198.0,,,,154.0,,Sold,,,https://www.redfin.com/SC/Anderson/317-Hillcrest-Cir-29624/home/101618952,WUMLS,20288502.0,N,Y,34.4895777,-82.6652933,Anderson,317 HILLCREST CIR ANDERSON SC 29624,,,,,,,,,,,,,,,,,,,,,,,,,,HILLCREST CIR,,,
"317 Knox Creek Rd, Tamassee, SC 29686",ELIGIBLE,34.900705,-83.061904,tricounty,,,,,PAST SALE,2025-05-21,Single Family Residential,317 Knox Creek Rd,Tamassee,SC,29686,220000.0,2.0,1.0,Lake Cherokee,798.0,13939.0,1961.0,,276.0,,Sold,,,https://www.redfin.com/SC/Tamassee/317-Knox-Creek-Rd-29686/home/129567940,WUMLS,20286304.0,N,Y,34.900705,-83.061904,Oconee,317 KNOX CREEK RD TAMASSEE SC 29686,,,,,,,,,,,,,,,,,,,,,,,,,,KNOX CREEK RD,,,
"317 Pettigrew Rd, Starr, SC 29684-8858",ELIGIBLE,34.3699401,-82.6482553,tricounty,,,,,PAST SALE,2025-03-13,Single Family Residential,317 Pettigrew Rd,Starr,SC,29684-8858,100000.0,3.0,2.5,,2488.0,87120.0,,,40.0,,Sold,,,https://www.redfin.com/SC/Starr/317-Pettigrew-Rd-29684/home/86695121,Greater Greenville MLS,1547690.0,N,Y,34.3699401,-82.6482553,Anderson,317 PETTIGREW RD STARR SC 296848858,,,,,,,,,,,,,,,,,,,,,,,,,,PETTIGREW RD,,,
"317 Rhodehaven Dr, Anderson, SC 29625",CALLBACK,34.529,-82.709136,tricounty,2026-01-02,CALLBACK,MARCH,,PAST SALE,2025-05-15,Single Family Residential,317 Rhodehaven Dr,Anderson,SC,29625,258500.0,3.0,2.0,Gilmer Estates,1745.0,,,,148.0,,Sold,,,https://www.redfin.com/SC/Anderson/317-Rhodehaven-Dr-29625/home/86687931,WUMLS,20286171.0,N,Y,34.529,-82.709136,Anderson,317 RHODEHAVEN DR ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-01,RHODEHAVEN DR,2026-01-04,2026-02-03,
"317 Saluda St, Belton, SC 29627",ELIGIBLE,34.527742,-82.487186,tricounty,,,,,PAST SALE,2025-06-30,Single Family Residential,317 Saluda St,Belton,SC,29627,225500.0,4.0,2.0,,1310.0,9583.0,2022.0,,172.0,,Sold,,,https://www.redfin.com/SC/Belton/317-Saluda-St-29627/home/176591142,Greater Greenville MLS,1558405.0,N,Y,34.527742,-82.487186,Anderson,317 SALUDA ST BELTON SC 29627,,,,,,,,,,,,,,,,,,,,,,,,,,SALUDA ST,,,
"317 Shorecrest Dr Lot 23 Lakewood Estates, Seneca, SC 29672",ELIGIBLE,34.7018186,-82.9717764,tricounty,,,,,PAST SALE,2025-02-11,Single Family Residential,317 Shorecrest Dr Lot 23 Lakewood Estates,Seneca,SC,29672,420000.0,3.0,2.5,Oconee County,2700.0,16117.0,1993.0,,156.0,,Sold,,,https://www.redfin.com/SC/Seneca/317-Shorecrest-Dr-29672/unit-23-Lakewood-Estates/home/192458608,Greater Greenville MLS,1537152.0,N,Y,34.7018186,-82.9717764,Oconee,317 SHORECREST DR LOT 23 LAKEWOOD ESTATES SENECA SC 29672,,,,,,,,,,,,,,,,,,,,,,,,,,SHORECREST DR LOT 23 LAKEWOOD ESTATES,,,
"317 Shorecrest Dr, Seneca, SC 29672",ELIGIBLE,34.7018186,-82.9717764,tricounty,,,,,PAST SALE,2025-02-11,Single Family Residential,317 Shorecrest Dr,Seneca,SC,29672,420000.0,3.0,2.5,Lakewood Estate,2700.0,16117.0,1993.0,,156.0,,Sold,,,https://www.redfin.com/SC/Seneca/317-Shorecrest-Dr-29672/home/129219906,WUMLS,20279165.0,N,Y,34.7018186,-82.9717764,Oconee,317 SHORECREST DR SENECA SC 29672,,,,,,,,,,,,,,,,,,,,,,,,,,SHORECREST DR,,,
"317 Todd Rd, Anderson, SC 29626",ELIGIBLE,34.4244277,-82.7898397,tricounty,,,,,PAST SALE,2025-06-02,Single Family Residential,317 Todd Rd,Anderson,SC,29626,715000.0,4.0,2.5,Anderson,2700.0,351093.0,1997.0,,265.0,,Sold,,,https://www.redfin.com/SC/Anderson/317-Todd-Rd-29626/home/63778191,WUMLS,20286688.0,N,Y,34.4244277,-82.7898397,Anderson,317 TODD RD ANDERSON SC 29626,,,,,,,,,,,,,,,,,,,,,,,,,,TODD RD,,,
"317 W Hampton St, Anderson, SC 29624",ELIGIBLE,34.4941959,-82.6526977,tricounty,,,,,PAST SALE,2025-07-18,Single Family Residential,317 W Hampton St,Anderson,SC,29624,257990.0,4.0,3.0,,2204.0,7405.0,2025.0,,117.0,,Sold,,,https://www.redfin.com/SC/Anderson/317-W-Hampton-St-29624/home/195575569,Greater Greenville MLS,1555943.0,N,Y,34.4941959,-82.6526977,Anderson,317 W HAMPTON ST ANDERSON SC 29624,,,,,,,,,,,,,,,,,,,,,,,,,,W HAMPTON ST,,,
"318 Country Glen Ln, Pelzer, SC 29669",ELIGIBLE,34.6764213,-82.4905684,tricounty,,,,,PAST SALE,2025-12-05,Single Family Residential,318 Country Glen Ln,Pelzer,SC,29669,262000.0,3.0,2.0,Country Glen,1480.0,24829.0,,,177.0,,Sold,,,https://www.redfin.com/SC/Pelzer/318-Country-Gln-29669/home/60619993,Greater Greenville MLS,1570886.0,N,Y,34.6764213,-82.4905684,Anderson,318 COUNTRY GLEN LN PELZER SC 29669,,,,,,,,,,,,,,,,,,,,,,,,,,COUNTRY GLEN LN,,,
"318 Cristy Ln, Fair Play, SC 29643",ELIGIBLE,34.4917428,-82.9981355,tricounty,,,,,PAST SALE,2025-07-28,Single Family Residential,318 Cristy Ln,Fair Play,SC,29643,645000.0,3.0,2.0,Fair Play,1628.0,,1981.0,,396.0,,Sold,,,https://www.redfin.com/SC/Fair-Play/318-Cristy-Ln-29643/home/129464503,WUMLS,20286643.0,N,Y,34.4917428,-82.9981355,Oconee,318 CRISTY LN FAIR PLAY SC 29643,,,,,,,,,,,,,,,,,,,,,,,,,,CRISTY LN,,,
"318 Elljean Rd, Easley, SC 29640",ELIGIBLE,34.8562078,-82.6611928,tricounty,,,,,PAST SALE,,Single Family Residential,318 Elljean Rd,Easley,SC,29640,150000.0,3.0,2.0,,1188.0,18171.0,1967.0,,126.0,,,,,https://www.redfin.com/SC/Easley/318-Elljean-Rd-29640/home/78604186,,,N,Y,34.8562078,-82.6611928,Pickens,318 ELLJEAN RD EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,ELLJEAN RD,,,
"318 Frontier Dr, Easley, SC 29640",ELIGIBLE,34.8484996,-82.5158566,tricounty,,,,,PAST SALE,2025-06-30,Single Family Residential,318 Frontier Dr,Easley,SC,29640,360000.0,3.0,2.0,Shoal Creek,2179.0,122839.0,,,165.0,,Sold,,,https://www.redfin.com/SC/Easley/318-Frontier-Dr-29640/home/60726195,Greater Greenville MLS,1555827.0,N,Y,34.8484996,-82.5158566,Pickens,318 FRONTIER DR EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,FRONTIER DR,,,
"318 Sharon Ln, Easley, SC 29642",ELIGIBLE,34.8044637,-82.6470972,tricounty,,,,,PAST SALE,2025-11-10,Single Family Residential,318 Sharon Ln,Easley,SC,29642,215000.0,3.0,2.0,Whispering Pine,1079.0,13068.0,,,199.0,,Sold,,,https://www.redfin.com/SC/Easley/318-Sharon-Ln-29640/home/87063259,Greater Greenville MLS,1571004.0,N,Y,34.8044637,-82.6470972,Pickens,318 SHARON LN EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,SHARON LN,,,
"318 Starling Ave, Easley, SC 29642",ELIGIBLE,34.7748188,-82.4937399,tricounty,,,,,PAST SALE,2025-11-12,Single Family Residential,318 Starling Ave,Easley,SC,29642,505000.0,4.0,2.5,Easley,3049.0,24393.0,2021.0,,166.0,38.0,Sold,,,https://www.redfin.com/SC/Easley/318-Starling-Ave-29642/home/174976439,Greater Greenville MLS,1569067.0,N,Y,34.7748188,-82.4937399,Anderson,318 STARLING AVE EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,STARLING AVE,,,
"319 Allingham Rd, Piedmont, SC 29673",ELIGIBLE,34.693493,-82.483649,tricounty,,,,,PAST SALE,2025-11-12,Single Family Residential,319 Allingham Rd,Piedmont,SC,29673,364900.0,4.0,2.0,Riverwood Farm,1835.0,6969.0,2025.0,,199.0,63.0,Sold,,,https://www.redfin.com/SC/Piedmont/319-Allingham-Rd-29673/home/197780737,Greater Greenville MLS,1568850.0,N,Y,34.693493,-82.483649,Anderson,319 ALLINGHAM RD PIEDMONT SC 29673,,,,,,,,,,,,,,,,,,,,,,,,,,ALLINGHAM RD,,,
"319 Coves End Pt, Seneca, SC 29678",ELIGIBLE,34.6038682,-82.9260163,tricounty,,,,,PAST SALE,,Single Family Residential,319 Coves End Pt,Seneca,SC,29678,950000.0,3.0,2.0,,1800.0,25265.0,2017.0,,528.0,,,,,https://www.redfin.com/SC/Seneca/319-Coves-End-Pt-29678/home/164667178,,,N,Y,34.6038682,-82.9260163,Oconee,319 COVES END PT SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,COVES END PT,,,
"319 Dogwood St, Anderson, SC 29625",ELIGIBLE,34.5228491,-82.6902106,tricounty,2026-01-02,NO_ANSWER,,,PAST SALE,,Other,319 Dogwood St,Anderson,SC,29625,190000.0,2.0,,,1061.0,11475.0,,,179.0,,,,,https://www.redfin.com/SC/Anderson/319-Dogwood-St-29625/home/86691625,,,N,Y,34.5228491,-82.6902106,Anderson,319 DOGWOOD ST ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-03,DOGWOOD ST,2026-01-04,2026-02-03,
"319 E Hampton Ave, Honea Path, SC 29654",ELIGIBLE,34.4421777,-82.3794598,tricounty,,,,,PAST SALE,2025-10-31,Single Family Residential,319 E Hampton Ave,Honea Path,SC,29654,97500.0,2.0,1.0,Other (See Remarks),938.0,12632.0,1970.0,,104.0,,Sold,,,https://www.redfin.com/SC/Honea-Path/319-E-Hampton-Ave-29654/home/86714137,Greater Greenville MLS,1571379.0,N,Y,34.4421777,-82.3794598,Anderson,319 E HAMPTON AVE HONEA PATH SC 29654,,,,,,,,,,,,,,,,,,,,,,,,,,E HAMPTON AVE,,,
