Address,Lead_Status,Latitude,Longitude,Source,Last_Visited,Last_Result,Callback_Target,Notes,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,County_Source,Address_Normalized,Geocodio Latitude,Geocodio Longitude,In_Source_CSV,Price,Beds,Baths,SqFt,Sold Date,Redfin Link,Geocodio Accuracy Score,Geocodio Accuracy Type,Geocodio Address Line 1,Geocodio Address Line 2,Geocodio Address Line 3,Geocodio House Number,Geocodio Street,Geocodio Unit Type,Geocodio Unit Number,Geocodio City,Geocodio State,Geocodio County,Geocodio Postal Code,Geocodio Country,Geocodio Source,Next_Eligible_Date,Street_Key,Street_Last_Visited,Street_Next_Eligible_Date,Street_Cooldown_Source
"112 Aubrey Ln, Liberty, SC 29657",ELIGIBLE,34.8137057,-82.6932931,tricounty,,,,,PAST SALE,2025-04-14,Single Family Residential,112 Aubrey Ln,Liberty,SC,29657,225000.0,3.0,2.0,Golden Springs,1126.0,21780.0,2000.0,,200.0,,Sold,,,https://www.redfin.com/SC/Liberty/112-Aubrey-Ln-29657/home/60664079,Greater Greenville MLS,1546709.0,N,Y,34.8137057,-82.6932931,Pickens,112 AUBREY LN LIBERTY SC 29657,,,,,,,,,,,,,,,,,,,,,,,,,,AUBREY LN,,,
"112 Ballard Ct, Easley, SC 29642",ELIGIBLE,34.7801819,-82.5819364,tricounty,,,,,PAST SALE,2025-12-30,Single Family Residential,112 Ballard Ct,Easley,SC,29642,260000.0,3.0,2.0,Forest Wood,1313.0,24829.0,,,198.0,,Sold,,,https://www.redfin.com/SC/Easley/112-Ballard-Ct-29642/home/87042405,Greater Greenville MLS,1574662.0,N,Y,34.7801819,-82.5819364,Pickens,112 BALLARD CT EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,BALLARD CT,,,
"112 Beaverdam Creek Dr, Anderson, SC 29621",ELIGIBLE,34.561169,-82.613249,tricounty,,,,,PAST SALE,2025-08-12,Single Family Residential,112 Beaverdam Creek Dr,Anderson,SC,29621,394990.0,3.0,2.5,Anderson,2902.0,7405.0,2025.0,,136.0,46.0,Sold,,,https://www.redfin.com/SC/Anderson/112-Beaverdam-Creek-DR-29621/home/195345059,Greater Greenville MLS,1554046.0,N,Y,34.561169,-82.613249,Anderson,112 BEAVERDAM CREEK DR ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,BEAVERDAM CREEK DR,,,
"112 Bertha Dr, Anderson, SC 29625",ELIGIBLE,34.5702567,-82.7927152,tricounty,,,,,PAST SALE,2025-07-18,Single Family Residential,112 Bertha Dr,Anderson,SC,29625,299900.0,3.0,2.0,Other (See Remarks),2212.0,32670.0,2001.0,,136.0,,Sold,,,https://www.redfin.com/SC/Anderson/112-Bertha-Dr-29625/home/86719068,Greater Greenville MLS,1555394.0,N,Y,34.5702567,-82.7927152,Anderson,112 BERTHA DR ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,,BERTHA DR,,,
"112 Buckingham Rd, Easley, SC 29640",ELIGIBLE,34.85049,-82.602224,tricounty,,,,,PAST SALE,2025-01-10,Single Family Residential,112 Buckingham Rd,Easley,SC,29640,420000.0,3.0,2.5,Burdine Springs,2074.0,30927.0,2024.0,,203.0,,Sold,,,https://www.redfin.com/SC/Easley/112-Buckingham-Rd-29640/home/164698356,Greater Greenville MLS,1530152.0,N,Y,34.85049,-82.602224,Pickens,112 BUCKINGHAM RD EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,BUCKINGHAM RD,,,
"112 Cassandra Turn, Anderson, SC 29621",ELIGIBLE,34.4904372,-82.6199658,tricounty,,,,,PAST SALE,2025-08-26,Single Family Residential,112 Cassandra Turn,Anderson,SC,29621,209999.0,3.0,2.5,Charleston Commons,1283.0,,,,164.0,,Sold,,,https://www.redfin.com/SC/Anderson/112-Cassandra-Turn-29621/home/195635943,WUMLS,20287342.0,N,Y,34.4904372,-82.6199658,Anderson,112 CASSANDRA TURN ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,CASSANDRA TURN,,,
"112 Cassandra Turn Unit CC 17 Oakmont VE B, Anderson, SC 29621",ELIGIBLE,34.4904372,-82.6199658,tricounty,,,,,PAST SALE,2025-08-26,Single Family Residential,112 Cassandra Turn Unit CC 17 Oakmont VE B,Anderson,SC,29621,209999.0,3.0,2.5,Anderson,1283.0,7840.0,2025.0,,164.0,,Sold,,,https://www.redfin.com/SC/Anderson/112-Cassandra-Turn-29621/unit-CC-17-Oakmont-VE-B/home/195923638,Greater Greenville MLS,1558536.0,N,Y,34.4904372,-82.6199658,Anderson,112 CASSANDRA TURN UNIT CC 17 OAKMONT VE B ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,CASSANDRA TURN UNIT CC 17 OAKMONT VE B,,,
"112 Cedar St, Westminster, SC 29693",ELIGIBLE,34.6567952,-83.0857854,tricounty,,,,,PAST SALE,2025-08-22,Single Family Residential,112 Cedar St,Westminster,SC,29693,170000.0,2.0,1.0,Westminster,966.0,14374.0,1967.0,,176.0,,Sold,,,https://www.redfin.com/SC/Westminster/112-Cedar-St-29693/home/129523298,WUMLS,20290286.0,N,Y,34.6567952,-83.0857854,Oconee,112 CEDAR ST WESTMINSTER SC 29693,,,,,,,,,,,,,,,,,,,,,,,,,,CEDAR ST,,,
"112 Choestoea Rd, Westminster, SC 29693",ELIGIBLE,34.560378,-83.108082,tricounty,,,,,PAST SALE,2025-09-03,Single Family Residential,112 Choestoea Rd,Westminster,SC,29693,255000.0,2.0,2.0,Foxwood Hills,1018.0,,,,250.0,50.0,Sold,,,https://www.redfin.com/SC/Westminster/112-Choestoea-Rd-29693/home/129494913,WUMLS,20289755.0,N,Y,34.560378,-83.108082,Oconee,112 CHOESTOEA RD WESTMINSTER SC 29693,,,,,,,,,,,,,,,,,,,,,,,,,,CHOESTOEA RD,,,
"112 Clemson St, Clemson, SC 29631.0",ELIGIBLE,34.6942648,-82.8313337,tricounty,,,,,PAST SALE,,Single Family Residential,112 Clemson St,Clemson,SC,29631.0,85000.0,3.0,2.0,,1720.0,25765.0,1948.0,,49.0,,,,,https://www.redfin.com/SC/Clemson/112-Clemson-St-29631/home/87050834,,,N,Y,34.6942648,-82.8313337,Pickens,112 CLEMSON ST CLEMSON SC 296310,,,,,,,,,,,,,,,,,,,,,,,,,,CLEMSON ST,,,
"112 Constitution Ave, Pendleton, SC 29670",ELIGIBLE,34.6246641,-82.695787,tricounty,,,,,PAST SALE,2025-05-08,Single Family Residential,112 Constitution Ave,Pendleton,SC,29670,750000.0,5.0,4.0,Liberty Plantation,4599.0,,2014.0,,163.0,36.0,Sold,,,https://www.redfin.com/SC/Pendleton/112-Constitution-Ave-29670/home/60758409,WUMLS,20282458.0,N,Y,34.6246641,-82.695787,Anderson,112 CONSTITUTION AVE PENDLETON SC 29670,,,,,,,,,,,,,,,,,,,,,,,,,,CONSTITUTION AVE,,,
"112 Dean St, Pickens, SC 29671",ELIGIBLE,34.8754524,-82.7174907,tricounty,,,,,PAST SALE,2025-07-23,Single Family Residential,112 Dean St,Pickens,SC,29671,240000.0,3.0,2.0,Lakewood Estate,1272.0,16117.0,,,189.0,,Sold,,,https://www.redfin.com/SC/Pickens/112-Dean-St-29671/home/87057496,WUMLS,20286440.0,N,Y,34.8754524,-82.7174907,Pickens,112 DEAN ST PICKENS SC 29671,,,,,,,,,,,,,,,,,,,,,,,,,,DEAN ST,,,
"112 E Beattie St, Liberty, SC 29657",ELIGIBLE,34.7813606,-82.686654,tricounty,,,,,PAST SALE,2025-12-03,Single Family Residential,112 E Beattie St,Liberty,SC,29657,190000.0,2.0,1.5,Woodside Mill,1022.0,10454.0,,,186.0,,Sold,,,https://www.redfin.com/SC/Liberty/112-E-Beattie-St-29657/home/87061440,Greater Greenville MLS,1553621.0,N,Y,34.7813606,-82.686654,Pickens,112 E BEATTIE ST LIBERTY SC 29657,,,,,,,,,,,,,,,,,,,,,,,,,,E BEATTIE ST,,,
"112 Elm St, Clemson, SC 29631",ELIGIBLE,34.692215,-82.8344452,tricounty,,,,,PAST SALE,2025-11-21,Single Family Residential,112 Elm St,Clemson,SC,29631,410000.0,4.0,2.0,Clemson,1548.0,,,,265.0,,Sold,,,https://www.redfin.com/SC/Clemson/112-Elm-St-29631/home/87050864,WUMLS,20293081.0,N,Y,34.692215,-82.8344452,Pickens,112 ELM ST CLEMSON SC 29631,,,,,,,,,,,,,,,,,,,,,,,,,,ELM ST,,,
"112 Firelight Ct, Easley, SC 29642",ELIGIBLE,34.8039474,-82.5347961,tricounty,,,,,PAST SALE,2025-03-06,Single Family Residential,112 Firelight Ct,Easley,SC,29642,407500.0,5.0,2.5,Edenberry,2498.0,20037.0,,,163.0,35.0,Sold,,,https://www.redfin.com/SC/Easley/112-Firelight-Ct-29642/home/60566437,Greater Greenville MLS,1540040.0,N,Y,34.8039474,-82.5347961,Pickens,112 FIRELIGHT CT EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,FIRELIGHT CT,,,
"112 Fox Creek Ct Lot 7 Foxhall, Powdersville, SC 29642",ELIGIBLE,34.774234,-82.600249,tricounty,,,,,PAST SALE,2025-10-31,Single Family Residential,112 Fox Creek Ct Lot 7 Foxhall,Powdersville,SC,29642,400470.0,3.0,2.0,Easley,1910.0,21780.0,2025.0,,210.0,46.0,Sold,,,https://www.redfin.com/SC/Powdersville/112-Fox-Creek-Ct-29642/unit-7-Foxhall/home/197360503,Greater Greenville MLS,1567462.0,N,Y,34.774234,-82.600249,Pickens,112 FOX CREEK CT LOT 7 FOXHALL POWDERSVILLE SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,FOX CREEK CT LOT 7 FOXHALL,,,
"112 Garrison St, Easley, SC 29640",ELIGIBLE,34.8368744,-82.5883038,tricounty,,,,,PAST SALE,2025-08-18,Single Family Residential,112 Garrison St,Easley,SC,29640,240000.0,3.0,2.0,Glenwood Mill,1408.0,,,,170.0,,Sold,,,https://www.redfin.com/SC/Easley/112-Garrison-St-29640/home/87069137,Greater Greenville MLS,1561158.0,N,Y,34.8368744,-82.5883038,Pickens,112 GARRISON ST EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,GARRISON ST,,,
"112 George Edward Dr, Anderson, SC 29624",HARD_NO,34.44624,-82.621016,tricounty,2026-01-13,NOT_INTERESTED,,,PAST SALE,2025-08-11,Single Family Residential,112 George Edward Dr,Anderson,SC,29624,269900.0,3.0,2.0,Other (See Remarks),1500.0,42688.0,2025.0,,180.0,,Sold,,,https://www.redfin.com/SC/Anderson/112-George-Edward-Dr-29624/home/164521681,Greater Greenville MLS,1557243.0,N,Y,34.44624,-82.621016,Anderson,112 GEORGE EDWARD DR ANDERSON SC 29624,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-12,GEORGE EDWARD DR,2026-01-13,2026-02-12,ASSUMED_NOT_INTERESTED_ROUTE
"112 Golden Bear Dr, Sunset, SC 29685",ELIGIBLE,34.9071482,-82.8677156,tricounty,,,,,PAST SALE,,Single Family Residential,112 Golden Bear Dr,Sunset,SC,29685,1522000.0,3.0,4.0,,3002.0,88427.0,2020.0,,507.0,,,,,https://www.redfin.com/SC/Sunset/112-Golden-Bear-Dr-29685/home/63818063,,,N,Y,34.9071482,-82.8677156,Pickens,112 GOLDEN BEAR DR SUNSET SC 29685,,,,,,,,,,,,,,,,,,,,,,,,,,GOLDEN BEAR DR,,,
"112 Granby Trl, Easley, SC 29642",ELIGIBLE,34.7779122,-82.5726732,tricounty,,,,,PAST SALE,2025-02-19,Single Family Residential,112 Granby Trl,Easley,SC,29642,409900.0,5.0,4.0,Easley,2995.0,8276.0,2025.0,,137.0,39.0,Sold,,,https://www.redfin.com/SC/Easley/112-Granby-Trl-29642/home/193769537,Greater Greenville MLS,1543843.0,N,Y,34.7779122,-82.5726732,Anderson,112 GRANBY TRL EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,GRANBY TRL,,,
"112 Grange Valley Ln, Central, SC 29630",ELIGIBLE,34.6894567,-82.7745597,tricounty,,,,,PAST SALE,2025-06-20,Single Family Residential,112 Grange Valley Ln,Central,SC,29630,435000.0,4.0,2.0,The Grange,1859.0,,2022.0,,234.0,,Sold,,,https://www.redfin.com/SC/Central/112-Grange-Valley-Ln-29630/home/188633031,WUMLS,20287109.0,N,Y,34.6894567,-82.7745597,Pickens,112 GRANGE VALLEY LN CENTRAL SC 29630,,,,,,,,,,,,,,,,,,,,,,,,,,GRANGE VALLEY LN,,,
"112 Guilford Dr, Easley, SC 29642",ELIGIBLE,34.7793234,-82.5424319,tricounty,,,,,PAST SALE,2025-06-26,Single Family Residential,112 Guilford Dr,Easley,SC,29642,520000.0,4.0,3.5,Powdersville,3777.0,24829.0,2004.0,,138.0,50.0,Sold,,,https://www.redfin.com/SC/Easley/112-Guilford-Dr-29642/home/86679401,Greater Greenville MLS,1553891.0,N,Y,34.7793234,-82.5424319,Anderson,112 GUILFORD DR EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,GUILFORD DR,,,
"112 Harbour Springs Way, Anderson, SC 29626",ELIGIBLE,34.4482767,-82.8200521,tricounty,,,,,PAST SALE,2025-09-05,Single Family Residential,112 Harbour Springs Way,Anderson,SC,29626,525000.0,3.0,2.5,Other (See Remarks),2380.0,18730.0,2006.0,,221.0,46.0,Sold,,,https://www.redfin.com/SC/Anderson/112-Harbour-Springs-Way-29626/home/63782693,Greater Greenville MLS,1561895.0,N,Y,34.4482767,-82.8200521,Anderson,112 HARBOUR SPRINGS WAY ANDERSON SC 29626,,,,,,,,,,,,,,,,,,,,,,,,,,HARBOUR SPRINGS WAY,,,
"112 Hawnes Pl, Anderson, SC 29621",ELIGIBLE,34.5734652,-82.6428151,tricounty,2026-01-07,NO_ANSWER,,,PAST SALE,,Other,112 Hawnes Pl,Anderson,SC,29621,600000.0,4.0,,,3099.0,14504.0,1997.0,,194.0,,,,,https://www.redfin.com/SC/Anderson/112-Hawnes-Pl-29621/home/86696207,,,N,Y,34.5734652,-82.6428151,Anderson,112 HAWNES PL ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-06,HAWNES PL,2026-01-07,2026-02-06,TODAY_ROUTE_RESULTS
"112 Inlet Pointe Dr, Anderson, SC 29625",ELIGIBLE,34.5461377,-82.8215669,tricounty,,,,,PAST SALE,2025-08-08,Single Family Residential,112 Inlet Pointe Dr,Anderson,SC,29625,373000.0,4.0,2.5,Inlet Pointe Co,2178.0,25700.0,2022.0,,171.0,10.0,Sold,,,https://www.redfin.com/SC/Anderson/112-Inlet-Pointe-Dr-29625/home/176584168,WUMLS,20286968.0,N,Y,34.5461377,-82.8215669,Anderson,112 INLET POINTE DR ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,,INLET POINTE DR,,,
"112 Kayfield Farms Dr, Anderson, SC 29621",ELIGIBLE,34.565347,-82.6060236,tricounty,,,,,PAST SALE,2025-07-16,Single Family Residential,112 Kayfield Farms Dr,Anderson,SC,29621,449990.0,3.0,3.5,Anderson,2524.0,9583.0,2025.0,,178.0,46.0,Sold,,,https://www.redfin.com/SC/Anderson/112-Kayfield-Farms-Dr-29621/home/195828852,Greater Greenville MLS,1559923.0,N,Y,34.565347,-82.6060236,Anderson,112 KAYFIELD FARMS DR ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,KAYFIELD FARMS DR,,,
"112 Kellogg Ct, Pickens, SC 29671-8116",ELIGIBLE,34.91035,-82.696828,tricounty,,,,,PAST SALE,2025-10-21,Single Family Residential,112 Kellogg Ct,Pickens,SC,29671-8116,172500.0,3.0,2.0,,1283.0,21344.0,1980.0,,134.0,,Sold,,,https://www.redfin.com/SC/Pickens/112-Kellogg-Ct-29671/home/60668951,Greater Greenville MLS,1569922.0,N,Y,34.91035,-82.696828,Pickens,112 KELLOGG CT PICKENS SC 296718116,,,,,,,,,,,,,,,,,,,,,,,,,,KELLOGG CT,,,
"112 Latham Ln, Easley, SC 29640.0",ELIGIBLE,34.8371665,-82.531668,tricounty,,,,,PAST SALE,2025-09-26,Single Family Residential,112 Latham Ln,Easley,SC,29640.0,71000.0,2.0,2.0,,945.0,21780.0,,,75.0,,Sold,,,https://www.redfin.com/SC/Easley/112-Latham-Ln-29640/home/87072512,Greater Greenville MLS,1552372.0,N,Y,34.8371665,-82.531668,Pickens,112 LATHAM LN EASLEY SC 296400,,,,,,,,,,,,,,,,,,,,,,,,,,LATHAM LN,,,
"112 Ledgewood Way, Easley, SC 29642",ELIGIBLE,34.786063,-82.5443541,tricounty,,,,,PAST SALE,2025-06-18,Single Family Residential,112 Ledgewood Way,Easley,SC,29642,273000.0,3.0,2.5,Hickory Run,1739.0,,2007.0,,157.0,37.0,Sold,,,https://www.redfin.com/SC/Easley/112-Ledgewood-Way-29642/home/60633349,Greater Greenville MLS,1556043.0,N,Y,34.786063,-82.5443541,Anderson,112 LEDGEWOOD WAY EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,LEDGEWOOD WAY,,,
"112 Legacy Ln, Pickens, SC 29671",ELIGIBLE,34.845532,-82.700625,tricounty,,,,,PAST SALE,2025-03-17,Single Family Residential,112 Legacy Ln,Pickens,SC,29671,459900.0,4.0,3.0,Legacy Farms,2357.0,22215.0,2024.0,,195.0,27.0,Sold,,,https://www.redfin.com/SC/Pickens/112-Legacy-LN-29671/home/190704493,Greater Greenville MLS,1542982.0,N,Y,34.845532,-82.700625,Pickens,112 LEGACY LN PICKENS SC 29671,,,,,,,,,,,,,,,,,,,,,,,,,,LEGACY LN,,,
"112 New St St, Iva, SC 29655",ELIGIBLE,34.3141792,-82.6605921,tricounty,,,,,PAST SALE,2025-09-10,Single Family Residential,112 New St St,Iva,SC,29655,120000.0,3.0,1.0,Iva,1300.0,,,,92.0,,Sold,,,https://www.redfin.com/SC/Iva/112-New-St-29655/home/63808986,WUMLS,20286911.0,N,Y,34.3141792,-82.6605921,Anderson,112 NEW ST ST IVA SC 29655,,,,,,,,,,,,,,,,,,,,,,,,,,NEW ST ST,,,
"112 Nottingham Way, Easley, SC 29640",ELIGIBLE,34.8656969,-82.5220914,tricounty,,,,,PAST SALE,2025-04-30,Single Family Residential,112 Nottingham Way,Easley,SC,29640,340000.0,3.0,2.0,Georgetown,2102.0,28749.0,,,162.0,,Sold,,,https://www.redfin.com/SC/Easley/112-Nottingham-Way-29640/home/87071902,Greater Greenville MLS,1551807.0,N,Y,34.8656969,-82.5220914,Pickens,112 NOTTINGHAM WAY EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,NOTTINGHAM WAY,,,
"112 Orchard Cottage Way, Sunset, SC 29685",ELIGIBLE,34.8966512,-82.8645653,tricounty,,,,,PAST SALE,2025-08-22,Single Family Residential,112 Orchard Cottage Way,Sunset,SC,29685,1000000.0,3.0,3.0,The Reserve At Lake Keowee,1632.0,1742.0,,,613.0,366.0,Sold,,,https://www.redfin.com/SC/Sunset/112-Orchard-Cottage-Way-29685/home/63809158,WUMLS,20288020.0,N,Y,34.8966512,-82.8645653,Pickens,112 ORCHARD COTTAGE WAY SUNSET SC 29685,,,,,,,,,,,,,,,,,,,,,,,,,,ORCHARD COTTAGE WAY,,,
"112 Park Cir, Townville, SC 29689",ELIGIBLE,34.564026,-82.851123,tricounty,,,,,PAST SALE,2025-06-19,Single Family Residential,112 Park Cir,Townville,SC,29689,580000.0,3.0,2.0,Ponderosa Point,1452.0,25264.0,1989.0,,399.0,,Sold,,,https://www.redfin.com/SC/Townville/112-Park-Cir-29689/home/63763509,GAMLS,10523738.0,N,Y,34.564026,-82.851123,Anderson,112 PARK CIR TOWNVILLE SC 29689,,,,,,,,,,,,,,,,,,,,,,,,,,PARK CIR,,,
"112 Pleasant View Dr, Clemson, SC 29631",ELIGIBLE,34.6906133,-82.8010635,tricounty,,,,,PAST SALE,2025-02-14,Single Family Residential,112 Pleasant View Dr,Clemson,SC,29631,390000.0,4.0,3.0,Clemson,2495.0,16552.0,,,156.0,,Sold,,,https://www.redfin.com/SC/Clemson/112-Pleasant-View-Dr-29631/home/87053424,WUMLS,20282475.0,N,Y,34.6906133,-82.8010635,Pickens,112 PLEASANT VIEW DR CLEMSON SC 29631,,,,,,,,,,,,,,,,,,,,,,,,,,PLEASANT VIEW DR,,,
"112 Rolling Wood Dr, Clemson, SC 29631",ELIGIBLE,34.704314,-82.830366,tricounty,,,,,PAST SALE,2025-06-30,Single Family Residential,112 Rolling Wood Dr,Clemson,SC,29631,566000.0,4.0,3.0,Clemson,2446.0,10454.0,,,231.0,257.0,Sold,,,https://www.redfin.com/SC/Clemson/112-Rolling-Wood-DR-29631/home/193931010,Greater Greenville MLS,1543913.0,N,Y,34.704314,-82.830366,Pickens,112 ROLLING WOOD DR CLEMSON SC 29631,,,,,,,,,,,,,,,,,,,,,,,,,,ROLLING WOOD DR,,,
"112 Shale Dr, Central, SC 29630",ELIGIBLE,34.7353705,-82.8238244,tricounty,,,,,PAST SALE,2025-09-25,Single Family Residential,112 Shale Dr,Central,SC,29630,398900.0,3.0,2.0,Other (See Remarks),2061.0,8276.0,2025.0,,194.0,149.0,Sold,,,https://www.redfin.com/SC/Central/112-Shale-Dr-29630/home/193644574,Greater Greenville MLS,1561657.0,N,Y,34.7353705,-82.8238244,Pickens,112 SHALE DR CENTRAL SC 29630,,,,,,,,,,,,,,,,,,,,,,,,,,SHALE DR,,,
"112 Silver Ridge Dr, Central, SC 29630",ELIGIBLE,34.7754625,-82.7936038,tricounty,,,,,PAST SALE,2025-01-23,Single Family Residential,112 Silver Ridge Dr,Central,SC,29630,515500.0,3.0,2.0,Silver Creek,2393.0,32234.0,2009.0,,215.0,,Sold,,,https://www.redfin.com/SC/Central/112-Silver-Ridge-Dr-29630/home/60591242,WUMLS,20279057.0,N,Y,34.7754625,-82.7936038,Pickens,112 SILVER RIDGE DR CENTRAL SC 29630,,,,,,,,,,,,,,,,,,,,,,,,,,SILVER RIDGE DR,,,
"112 Silver Ridge Dr Lot 31 Silver Creek, Central, SC 29630",ELIGIBLE,34.7754625,-82.7936038,tricounty,,,,,PAST SALE,2025-01-23,Single Family Residential,112 Silver Ridge Dr Lot 31 Silver Creek,Central,SC,29630,515500.0,3.0,2.0,Other (See Remarks),2393.0,32234.0,2009.0,,215.0,,Sold,,,https://www.redfin.com/SC/Central/112-Silver-Ridge-Dr-29630/unit-31-Silver-Creek/home/192496751,Greater Greenville MLS,1537255.0,N,Y,34.7754625,-82.7936038,Pickens,112 SILVER RIDGE DR LOT 31 SILVER CREEK CENTRAL SC 29630,,,,,,,,,,,,,,,,,,,,,,,,,,SILVER RIDGE DR LOT 31 SILVER CREEK,,,
"112 Sitka Ln, Liberty, SC 29657",ELIGIBLE,34.7487517,-82.6568634,tricounty,,,,,PAST SALE,2025-06-17,Single Family Residential,112 Sitka Ln,Liberty,SC,29657,250000.0,3.0,2.0,Pear Tree,1402.0,25264.0,1996.0,,178.0,,Sold,,,https://www.redfin.com/SC/Liberty/112-Sitka-Ln-29657/home/87064175,Greater Greenville MLS,1557679.0,N,Y,34.7487517,-82.6568634,Pickens,112 SITKA LN LIBERTY SC 29657,,,,,,,,,,,,,,,,,,,,,,,,,,SITKA LN,,,
"112 Snipe Ln, Easley, SC 29642",ELIGIBLE,34.8226345,-82.4964386,tricounty,,,,,PAST SALE,2025-09-17,Single Family Residential,112 Snipe Ln,Easley,SC,29642,205000.0,3.0,2.0,Quail Haven,1639.0,13939.0,1981.0,,125.0,,Sold,,,https://www.redfin.com/SC/Easley/112-Snipe-Ln-29642/home/60727401,Greater Greenville MLS,1566326.0,N,Y,34.8226345,-82.4964386,Pickens,112 SNIPE LN EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,SNIPE LN,,,
"112 Stapleford Ct, Easley, SC 29642",ELIGIBLE,34.7992096,-82.5297414,tricounty,,,,,PAST SALE,2025-03-24,Single Family Residential,112 Stapleford Ct,Easley,SC,29642,269000.0,4.0,2.5,Bellestone,1870.0,,,,144.0,8.0,Sold,,,https://www.redfin.com/SC/Easley/112-Stapleford-Ct-29642/home/63794216,Greater Greenville MLS,1548811.0,N,Y,34.7992096,-82.5297414,Pickens,112 STAPLEFORD CT EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,STAPLEFORD CT,,,
"112 Summer Dr, Easley, SC 29642",ELIGIBLE,34.7685962,-82.4873368,tricounty,,,,,PAST SALE,2025-08-08,Single Family Residential,112 Summer Dr,Easley,SC,29642,302000.0,3.0,3.0,,1625.0,25700.0,1977.0,,186.0,,Sold,,,https://www.redfin.com/SC/Easley/112-Summer-Dr-29642/home/86709014,Greater Greenville MLS,1558338.0,N,Y,34.7685962,-82.4873368,Anderson,112 SUMMER DR EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,SUMMER DR,,,
"112 Sweet Farms Rd, Anderson, SC 29621",HARD_NO,34.4847621,-82.5852314,tricounty,2026-01-16,NOT_INTERESTED,,,PAST SALE,2025-11-07,Single Family Residential,112 Sweet Farms Rd,Anderson,SC,29621,222500.0,3.0,2.5,Sweet Farm,1459.0,43560.0,2019.0,,153.0,,Sold,,,https://www.redfin.com/SC/Anderson/112-Sweet-Farm-Rd-29621/home/146359683,WUMLS,20292279.0,N,Y,34.4847621,-82.5852314,Anderson,112 SWEET FARMS RD ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-15,SWEET FARMS RD,2026-01-16,2026-02-15,PARTIAL_ROUTE_NOT_INTERESTED
"112 Tortuga Ln, Easley, SC 29642",ELIGIBLE,34.8000672,-82.5323867,tricounty,,,,,PAST SALE,,Single Family Residential,112 Tortuga Ln,Easley,SC,29642,250000.0,3.0,2.0,,1339.0,10454.0,2005.0,,187.0,,,,,https://www.redfin.com/SC/Easley/112-Tortuga-Ln-29642/home/60702941,,,N,Y,34.8000672,-82.5323867,Pickens,112 TORTUGA LN EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,TORTUGA LN,,,
"112 Vanilla Ln, Walhalla, SC 29691",ELIGIBLE,34.827357,-83.033577,tricounty,,,,,PAST SALE,2025-03-10,Single Family Residential,112 Vanilla Ln,Walhalla,SC,29691,310990.0,4.0,2.5,Walhalla,2376.0,32670.0,,,131.0,25.0,Sold,,,https://www.redfin.com/SC/Walhalla/112-Vanilla-Ln-29691/home/193788091,Greater Greenville MLS,1543205.0,N,Y,34.827357,-83.033577,Oconee,112 VANILLA LN WALHALLA SC 29691,,,,,,,,,,,,,,,,,,,,,,,,,,VANILLA LN,,,
"112 Walnut Creek Way, Greenville, SC 29611",ELIGIBLE,34.8050062,-82.4794982,tricounty,,,,,PAST SALE,2025-11-17,Single Family Residential,112 Walnut Creek Way,Greenville,SC,29611,685000.0,4.0,2.5,Powdersville,3618.0,30927.0,2003.0,,189.0,60.0,Sold,,,https://www.redfin.com/SC/Greenville/112-Walnut-Creek-Way-29611/home/86679234,Greater Greenville MLS,1561619.0,N,Y,34.8050062,-82.4794982,Anderson,112 WALNUT CREEK WAY GREENVILLE SC 29611,,,,,,,,,,,,,,,,,,,,,,,,,,WALNUT CREEK WAY,,,
